FREQ,Re(V(N_B)),Im(V(N_B)),Re(V(N_S)),Im(V(N_S)),Re(V(N_C)),Im(V(N_C)),Re(V(N_E_FORCED)),Im(V(N_E_FORCED)),Re(V(N_E)),Im(V(N_E)),Re(V(N_CX)),Im(V(N_CX)),Re(V(N_BX)),Im(V(N_BX)),Re(V(N_EX)),Im(V(N_EX)),Re(V(N_C_FORCED)),Im(V(N_C_FORCED)),Re(V(N_TNODE)),Im(V(N_TNODE)),Re(V(N_B_FORCED)),Im(V(N_B_FORCED)),Re(V(N_SX)),Im(V(N_SX)),Re(I(VV_B)),Im(I(VV_B)),Re(I(VV_C)),Im(I(VV_C)),Re(I(VV_E)),Im(I(VV_E)),Re(I(RI_S)),Im(I(RI_S)),Re(I(RI_B)),Im(I(RI_B)),Re(I(RI_E)),Im(I(RI_E)),Re(I(RI_C)),Im(I(RI_C))
1.00000000e+08,1.00000000e+00,-9.73166524e-34,1.00000000e+00,-1.69406589e-20,1.00000000e+00,-2.11758237e-22,1.00000000e+00,-0.00000000e+00,1.00000000e+00,4.23516474e-22,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-1.69406589e-20,6.11458561e-25,-9.73166524e-31,1.93647865e-14,-1.19209290e-07,-3.87190280e-14,1.19209290e-07,3.28639766e-25,3.38813178e-21,-6.11458561e-25,9.73166524e-31,3.87295730e-14,-1.19209290e-07,-1.93647865e-14,1.19209290e-07
1.00000000e+09,1.00000000e+00,-6.35759260e-33,1.00000000e+00,-5.71392111e-26,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-5.71392111e-26,3.99459324e-23,-6.35759260e-30,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.14278422e-26,-1.75687793e-23,1.14278422e-26,-3.99459324e-23,6.35759260e-30,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00
1.00000000e+08,1.00000000e+00,2.62678494e-33,1.00000000e+00,5.44934665e-29,1.00000000e+00,-2.11758237e-22,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,5.44934665e-29,-1.65045766e-24,2.62678494e-30,1.93647865e-14,-1.19209290e-07,0.00000000e+00,1.08986933e-29,1.71607246e-25,-1.08986933e-29,1.65045766e-24,-2.62678494e-30,-0.00000000e+00,-0.00000000e+00,-1.93647865e-14,1.19209290e-07
1.00000000e+09,1.00000000e+00,7.76300480e-33,1.00000000e+00,-7.03049975e-26,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-7.03049975e-26,-4.87763977e-23,7.76300480e-30,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.40609995e-26,-2.21399882e-23,1.40609995e-26,4.87763977e-23,-7.76300480e-30,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00
1.00000000e+08,1.00000000e+00,2.62678494e-33,1.00000000e+00,5.44934665e-29,1.00000000e+00,-2.11758237e-22,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,5.44934665e-29,-1.65045766e-24,2.62678494e-30,1.93647865e-14,-1.19209290e-07,0.00000000e+00,1.08986933e-29,1.71607246e-25,-1.08986933e-29,1.65045766e-24,-2.62678494e-30,-0.00000000e+00,-0.00000000e+00,-1.93647865e-14,1.19209290e-07
1.00000000e+09,1.00000000e+00,7.76300480e-33,1.00000000e+00,-7.03049975e-26,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-7.03049975e-26,-4.87763977e-23,7.76300480e-30,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.40609995e-26,-2.21399882e-23,1.40609995e-26,4.87763977e-23,-7.76300480e-30,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00
1.00000000e+08,1.00000000e+00,-1.40656168e-32,1.00000000e+00,-1.69406593e-20,1.00000000e+00,-2.11758237e-22,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-2.11758237e-22,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-1.69406593e-20,8.83768770e-24,-1.40656168e-29,1.93647865e-14,-1.19209290e-07,1.93733918e-14,-1.19209290e-07,-9.73573310e-25,3.38813186e-21,-8.83768770e-24,1.40656168e-29,-1.93647865e-14,1.19209290e-07,-1.93647865e-14,1.19209290e-07
1.00000000e+09,1.00000000e+00,-1.71591456e-32,1.00000000e+00,-7.83301734e-26,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-7.83301734e-26,1.07814092e-22,-1.71591456e-29,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.56660347e-26,-2.50544964e-23,1.56660347e-26,-1.07814092e-22,1.71591456e-29,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00
1.00000000e+08,1.00000000e+00,-1.40656168e-32,1.00000000e+00,-1.69406593e-20,1.00000000e+00,-2.11758237e-22,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-2.11758237e-22,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-1.69406593e-20,8.83768770e-24,-1.40656168e-29,1.93647865e-14,-1.19209290e-07,1.93733918e-14,-1.19209290e-07,-9.73573310e-25,3.38813186e-21,-8.83768770e-24,1.40656168e-29,-1.93647865e-14,1.19209290e-07,-1.93647865e-14,1.19209290e-07
1.00000000e+09,1.00000000e+00,-1.71591456e-32,1.00000000e+00,-7.83301734e-26,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-7.83301734e-26,1.07814092e-22,-1.71591456e-29,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.56660347e-26,-2.50544964e-23,1.56660347e-26,-1.07814092e-22,1.71591456e-29,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00,-0.00000000e+00
1.00000000e+08,1.00000000e+00,5.42814667e-22,1.00000000e+00,-5.92922991e-20,1.00000000e+00,-2.11758237e-22,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-5.92922991e-20,-1.13686838e-13,1.19209290e-07,1.93647865e-14,-1.19209290e-07,0.00000000e+00,-1.18584598e-20,2.38013738e-23,1.18584598e-20,1.13686838e-13,-1.19209290e-07,-0.00000000e+00,-0.00000000e+00,-1.93647865e-14,1.19209290e-07
1.00000000e+09,1.00000000e+00,3.61876599e-23,1.00000000e+00,-2.71040405e-19,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,2.64697796e-23,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-2.71040405e-19,-9.77899138e-20,9.53674316e-07,0.00000000e+00,0.00000000e+00,6.10622664e-14,9.53674316e-07,3.28910612e-21,5.42080810e-20,9.77899138e-20,-9.53674316e-07,-6.10591452e-14,-9.53674316e-07,-0.00000000e+00,-0.00000000e+00
1.00000000e+08,1.00000000e+00,5.42814667e-22,1.00000000e+00,-5.92922991e-20,1.00000000e+00,-2.11758237e-22,1.00000000e+00,-0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-5.92922991e-20,-1.13686838e-13,1.19209290e-07,1.93647865e-14,-1.19209290e-07,0.00000000e+00,-1.18584598e-20,2.38013738e-23,1.18584598e-20,1.13686838e-13,-1.19209290e-07,-0.00000000e+00,-0.00000000e+00,-1.93647865e-14,1.19209290e-07
1.00000000e+09,1.00000000e+00,3.61876599e-23,1.00000000e+00,-2.71040405e-19,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,2.64697796e-23,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,0.00000000e+00,0.00000000e+00,1.00000000e+00,-0.00000000e+00,1.00000000e+00,-2.71040405e-19,-9.77899138e-20,9.53674316e-07,0.00000000e+00,0.00000000e+00,6.10622664e-14,9.53674316e-07,3.28910612e-21,5.42080810e-20,9.77899138e-20,-9.53674316e-07,-6.10591452e-14,-9.53674316e-07,-0.00000000e+00,-0.00000000e+00
