 time            in              out             time            v1#branch       vdd             vdd#branch      vmeas#branch    vss            
 1.37500000e-09  0.00000000e+00  1.20007292e+00  1.37500000e-09 -1.27788949e-07  1.20000000e+00  1.92235582e-07 -6.44466329e-08  0.00000000e+00 
 1.38500000e-09  0.00000000e+00  1.19992530e+00  1.38500000e-09  9.84189492e-08  1.20000000e+00 -1.93530731e-07  9.51117817e-08  0.00000000e+00 
 1.39500000e-09  0.00000000e+00  1.20004235e+00  1.39500000e-09 -7.51379441e-08  1.20000000e+00  1.08437896e-07 -3.32999521e-08  0.00000000e+00 
 1.40500000e-09  0.00000000e+00  1.19994953e+00  1.40500000e-09  5.66715440e-08  1.20000000e+00 -1.27085275e-07  7.04137306e-08  0.00000000e+00 
 1.41500000e-09  0.00000000e+00  1.20002313e+00  1.41500000e-09 -4.20316284e-08  1.20000000e+00  5.57466616e-08 -1.37150332e-08  0.00000000e+00 
 1.42500000e-09  0.00000000e+00  1.19996476e+00  1.42500000e-09  3.04205467e-08  1.20000000e+00 -8.53041722e-08  5.48836255e-08  0.00000000e+00 
 1.43500000e-09  0.00000000e+00  1.20001105e+00  1.43500000e-09 -2.12146558e-08  1.20000000e+00  2.26147532e-08 -1.40009738e-09  0.00000000e+00 
 1.44500000e-09  0.00000000e+00  1.19997435e+00  1.44500000e-09  1.39138507e-08  1.20000000e+00 -5.90321706e-08  4.51183199e-08  0.00000000e+00 
 1.45500000e-09  0.00000000e+00  1.20000345e+00  1.45500000e-09 -8.12507080e-09  1.20000000e+00  1.78157092e-09  6.34349989e-09  0.00000000e+00 
 1.46500000e-09  0.00000000e+00  1.19998037e+00  1.46500000e-09  3.53442679e-09  1.20000000e+00 -4.25123403e-08  3.89779135e-08  0.00000000e+00 
 1.47500000e-09  0.00000000e+00  1.19999867e+00  1.47500000e-09  1.05598963e-10  1.20000000e+00 -1.13182528e-08  1.12126538e-08  0.00000000e+00 
 1.48500000e-09  0.00000000e+00  1.19998416e+00  1.48500000e-09 -2.99215169e-09  1.20000000e+00 -3.21246864e-08  3.51168381e-08  0.00000000e+00 
 1.49500000e-09  0.00000000e+00  1.19999567e+00  1.49500000e-09  5.28101304e-09  1.20000000e+00 -1.95553789e-08  1.42743658e-08  0.00000000e+00 
 1.50500000e-09  0.00000000e+00  1.19998654e+00  1.50500000e-09 -7.09605750e-09  1.20000000e+00 -2.55929444e-08  3.26890019e-08  0.00000000e+00 
 1.51500000e-09  0.00000000e+00  1.19999378e+00  1.51500000e-09  8.53529682e-09  1.20000000e+00 -2.47348599e-08  1.61995631e-08  0.00000000e+00 
 1.52500000e-09  0.00000000e+00  1.19998804e+00  1.52500000e-09 -9.67658740e-09  1.20000000e+00 -2.14857963e-08  3.11623837e-08  0.00000000e+00 
 1.53500000e-09  0.00000000e+00  1.19999259e+00  1.53500000e-09  1.05815812e-08  1.20000000e+00 -2.79917038e-08  1.74101226e-08  0.00000000e+00 
 1.54500000e-09  0.00000000e+00  1.19998898e+00  1.54500000e-09 -1.12992200e-08  1.20000000e+00 -1.89032294e-08  3.02024495e-08  0.00000000e+00 
 1.55500000e-09  0.00000000e+00  1.19999184e+00  1.55500000e-09  1.18682794e-08  1.20000000e+00 -3.00395991e-08  1.81713197e-08  0.00000000e+00 
 1.56500000e-09  0.00000000e+00  1.19998957e+00  1.56500000e-09 -1.23195283e-08  1.20000000e+00 -1.72793167e-08  2.95988450e-08  0.00000000e+00 
 1.57500000e-09  0.00000000e+00  1.19999137e+00  1.57500000e-09  1.26773521e-08  1.20000000e+00 -3.13273107e-08  1.86499586e-08  0.00000000e+00 
 1.58500000e-09  0.00000000e+00  1.19998995e+00  1.58500000e-09 -1.29610960e-08  1.20000000e+00 -1.62582037e-08  2.92192998e-08  0.00000000e+00 
 1.59500000e-09  0.00000000e+00  1.19999108e+00  1.59500000e-09  1.31860950e-08  1.20000000e+00 -3.21370208e-08  1.89509257e-08  0.00000000e+00 
 1.60500000e-09  0.00000000e+00  1.19999018e+00  1.60500000e-09 -1.33645125e-08  1.20000000e+00 -1.56161302e-08  2.89806426e-08  0.00000000e+00 
 1.61500000e-09  0.00000000e+00  1.19999089e+00  1.61500000e-09  1.35059914e-08  1.20000000e+00 -3.26461646e-08  1.91401732e-08  0.00000000e+00 
 1.62500000e-09  0.00000000e+00  1.19999033e+00  1.62500000e-09 -1.36181798e-08  1.20000000e+00 -1.52123957e-08  2.88305755e-08  0.00000000e+00 
 1.63500000e-09  0.00000000e+00  1.19999078e+00  1.63500000e-09  1.37071415e-08  1.20000000e+00 -3.29663130e-08  1.92591715e-08  0.00000000e+00 
 1.64500000e-09  0.00000000e+00  1.19999042e+00  1.64500000e-09 -1.37776853e-08  1.20000000e+00 -1.49585284e-08  2.87362137e-08  0.00000000e+00 
 1.65500000e-09  0.00000000e+00  1.19999070e+00  1.65500000e-09  1.38336242e-08  1.20000000e+00 -3.31676217e-08  1.93339974e-08  0.00000000e+00 
 1.66500000e-09  0.00000000e+00  1.19999048e+00  1.66500000e-09 -1.38779820e-08  1.20000000e+00 -1.47988971e-08  2.86768791e-08  0.00000000e+00 
 1.67500000e-09  0.00000000e+00  1.19999066e+00  1.67500000e-09  1.39131563e-08  1.20000000e+00 -3.32942041e-08  1.93810478e-08  0.00000000e+00 
 1.68500000e-09  0.00000000e+00  1.19999052e+00  1.68500000e-09 -1.39410484e-08  1.20000000e+00 -1.46985214e-08  2.86395697e-08  0.00000000e+00 
 1.69500000e-09  0.00000000e+00  1.19999063e+00  1.69500000e-09  1.39631659e-08  1.20000000e+00 -3.33737988e-08  1.94106330e-08  0.00000000e+00 
 1.70500000e-09  0.00000000e+00  1.19999054e+00  1.70500000e-09 -1.39807043e-08  1.20000000e+00 -1.46354053e-08  2.86161097e-08  0.00000000e+00 
 1.71500000e-09  0.00000000e+00  1.19999061e+00  1.71500000e-09  1.39946118e-08  1.20000000e+00 -3.34238478e-08  1.94292360e-08  0.00000000e+00 
 1.72500000e-09  0.00000000e+00  1.19999055e+00  1.72500000e-09 -1.40056399e-08  1.20000000e+00 -1.45957181e-08  2.86013580e-08  0.00000000e+00 
 1.73500000e-09  0.00000000e+00  1.19999060e+00  1.73500000e-09  1.40143849e-08  1.20000000e+00 -3.34553185e-08  1.94409336e-08  0.00000000e+00 
 1.74500000e-09  0.00000000e+00  1.19999056e+00  1.74500000e-09 -1.40213194e-08  1.20000000e+00 -1.45707629e-08  2.85920822e-08  0.00000000e+00 
 1.75500000e-09  0.00000000e+00  1.19999059e+00  1.75500000e-09  1.40268182e-08  1.20000000e+00 -3.34751072e-08  1.94482890e-08  0.00000000e+00 
 1.76500000e-09  0.00000000e+00  1.19999057e+00  1.76500000e-09 -1.40311786e-08  1.20000000e+00 -1.45550711e-08  2.85862496e-08  0.00000000e+00 
 1.77500000e-09  0.00000000e+00  1.19999059e+00  1.77500000e-09  1.40346362e-08  1.20000000e+00 -3.34875503e-08  1.94529141e-08  0.00000000e+00 
 1.78500000e-09  0.00000000e+00  1.19999057e+00  1.78500000e-09 -1.40373780e-08  1.20000000e+00 -1.45452041e-08  2.85825821e-08  0.00000000e+00 
 1.79500000e-09  0.00000000e+00  1.19999058e+00  1.79500000e-09  1.40395522e-08  1.20000000e+00 -3.34953745e-08  1.94558223e-08  0.00000000e+00 
 1.80500000e-09  0.00000000e+00  1.19999057e+00  1.80500000e-09 -1.40412762e-08  1.20000000e+00 -1.45389998e-08  2.85802760e-08  0.00000000e+00 
 1.81500000e-09  0.00000000e+00  1.19999058e+00  1.81500000e-09  1.40426433e-08  1.20000000e+00 -3.35002943e-08  1.94576510e-08  0.00000000e+00 
 1.82500000e-09  0.00000000e+00  1.19999058e+00  1.82500000e-09 -1.40437274e-08  1.20000000e+00 -1.45350985e-08  2.85788259e-08  0.00000000e+00 
 1.83500000e-09  0.00000000e+00  1.19999058e+00  1.83500000e-09  1.40445870e-08  1.20000000e+00 -3.35033879e-08  1.94588009e-08  0.00000000e+00 
 1.84500000e-09  0.00000000e+00  1.19999058e+00  1.84500000e-09 -1.40452687e-08  1.20000000e+00 -1.45326454e-08  2.85779140e-08  0.00000000e+00 
 1.85500000e-09  0.00000000e+00  1.19999058e+00  1.85500000e-09  1.40458092e-08  1.20000000e+00 -3.35053331e-08  1.94595239e-08  0.00000000e+00 
 1.86500000e-09  0.00000000e+00  1.19999058e+00  1.86500000e-09 -1.40462378e-08  1.20000000e+00 -1.45311029e-08  2.85773407e-08  0.00000000e+00 
 1.87500000e-09  0.00000000e+00  1.19999058e+00  1.87500000e-09  1.40465777e-08  1.20000000e+00 -3.35065563e-08  1.94599786e-08  0.00000000e+00 
 1.88500000e-09  0.00000000e+00  1.19999058e+00  1.88500000e-09 -1.40468472e-08  1.20000000e+00 -1.45301330e-08  2.85769802e-08  0.00000000e+00 
 1.89500000e-09  0.00000000e+00  1.19999058e+00  1.89500000e-09  1.40470610e-08  1.20000000e+00 -3.35073254e-08  1.94602644e-08  0.00000000e+00 
 1.90500000e-09  0.00000000e+00  1.19999058e+00  1.90500000e-09 -1.40472304e-08  1.20000000e+00 -1.45295231e-08  2.85767535e-08  0.00000000e+00 
 1.91500000e-09  0.00000000e+00  1.19999058e+00  1.91500000e-09  1.40473648e-08  1.20000000e+00 -3.35078090e-08  1.94604442e-08  0.00000000e+00 
 1.92500000e-09  0.00000000e+00  1.19999058e+00  1.92500000e-09 -1.40474714e-08  1.20000000e+00 -1.45291396e-08  2.85766109e-08  0.00000000e+00 
 1.93500000e-09  0.00000000e+00  1.19999058e+00  1.93500000e-09  1.40475559e-08  1.20000000e+00 -3.35081131e-08  1.94605572e-08  0.00000000e+00 
 1.94500000e-09  0.00000000e+00  1.19999058e+00  1.94500000e-09 -1.40476229e-08  1.20000000e+00 -1.45288984e-08  2.85765213e-08  0.00000000e+00 
 1.95500000e-09  0.00000000e+00  1.19999058e+00  1.95500000e-09  1.40476760e-08  1.20000000e+00 -3.35083043e-08  1.94606283e-08  0.00000000e+00 
 1.96500000e-09  0.00000000e+00  1.19999058e+00  1.96500000e-09 -1.40477182e-08  1.20000000e+00 -1.45287468e-08  2.85764650e-08  0.00000000e+00 
 1.97500000e-09  0.00000000e+00  1.19999058e+00  1.97500000e-09  1.40477516e-08  1.20000000e+00 -3.35084246e-08  1.94606730e-08  0.00000000e+00 
 1.98500000e-09  0.00000000e+00  1.19999058e+00  1.98500000e-09 -1.40477781e-08  1.20000000e+00 -1.45286515e-08  2.85764295e-08  0.00000000e+00 
 1.99500000e-09  0.00000000e+00  1.19999058e+00  1.99500000e-09  1.40477991e-08  1.20000000e+00 -3.35085002e-08  1.94607011e-08  0.00000000e+00 
 2.00000000e-09  0.00000000e+00  1.19999058e+00  2.00000000e-09 -1.40478293e-08  1.20000000e+00 -1.45285700e-08  2.85763992e-08  0.00000000e+00 
 2.00100000e-09  6.00000000e-03  1.20149673e+00  2.00100000e-09 -1.45162130e-05  1.20000000e+00  8.55851140e-06  5.95770162e-06  0.00000000e+00 
 2.00300000e-09  1.80000000e-02  1.20260833e+00  2.00300000e-09 -1.64073671e-05  1.20000000e+00  1.15596543e-05  4.84771275e-06  0.00000000e+00 
 2.00700000e-09  4.20000000e-02  1.20227577e+00  2.00700000e-09 -1.58024693e-05  1.20000000e+00  1.05502715e-05  5.25219774e-06  0.00000000e+00 
 2.01500000e-09  9.00000000e-02  1.20251980e+00  2.01500000e-09 -1.62466843e-05  1.20000000e+00  1.10063641e-05  5.24032015e-06  0.00000000e+00 
 2.02500000e-09  1.50000000e-01  1.20206765e+00  2.02500000e-09 -1.62782946e-05  1.20000000e+00  9.67044100e-06  6.60785362e-06  0.00000000e+00 
 2.03500000e-09  2.10000000e-01  1.20061181e+00  2.03500000e-09 -1.75102479e-05  1.20000000e+00  6.29008592e-06  1.12201619e-05  0.00000000e+00 
 2.04500000e-09  2.70000000e-01  1.19508522e+00  2.04500000e-09 -1.87839257e-05  1.20000000e+00 -5.07767102e-06  2.38615967e-05  0.00000000e+00 
 2.05500000e-09  3.30000000e-01  1.18327979e+00  2.05500000e-09 -2.01907776e-05  1.20000000e+00 -2.64917407e-05  4.66825183e-05  0.00000000e+00 
 2.06500000e-09  3.90000000e-01  1.16266846e+00  2.06500000e-09 -2.13805946e-05  1.20000000e+00 -5.80942939e-05  7.94748885e-05  0.00000000e+00 
 2.07500000e-09  4.50000000e-01  1.12995557e+00  2.07500000e-09 -2.28642411e-05  1.20000000e+00 -9.66428556e-05  1.19507097e-04  0.00000000e+00 
 2.08500000e-09  5.10000000e-01  1.07417700e+00  2.08500000e-09 -2.50893260e-05  1.20000000e+00 -1.38021268e-04  1.63110594e-04  0.00000000e+00 
 2.09500000e-09  5.70000000e-01  9.29185059e-01  2.09500000e-09 -3.09044410e-05  1.20000000e+00 -1.65517608e-04  1.96422049e-04  0.00000000e+00 
 2.10500000e-09  6.30000000e-01  5.29666984e-01  2.10500000e-09 -4.07039457e-05  1.20000000e+00 -1.53967289e-04  1.94671235e-04  0.00000000e+00 
 2.11500000e-09  6.90000000e-01  1.42541376e-01  2.11500000e-09 -3.67564719e-05  1.20000000e+00 -1.28461143e-04  1.65217615e-04  0.00000000e+00 
 2.12500000e-09  7.50000000e-01  6.10504227e-02  2.12500000e-09 -1.60025985e-05  1.20000000e+00 -8.67182288e-05  1.02720827e-04  0.00000000e+00 
 2.13500000e-09  8.10000000e-01  4.20748985e-02  2.13500000e-09 -2.58787503e-05  1.20000000e+00 -4.90622307e-05  7.49409810e-05  0.00000000e+00 
 2.14500000e-09  8.70000000e-01  1.62679577e-02  2.14500000e-09 -1.67530666e-05  1.20000000e+00 -2.27978501e-05  3.95509167e-05  0.00000000e+00 
 2.15500000e-09  9.30000000e-01  1.08386855e-02  2.15500000e-09 -2.07737866e-05  1.20000000e+00 -5.89528357e-06  2.66690701e-05  0.00000000e+00 
 2.16500000e-09  9.90000000e-01  3.13786720e-03  2.16500000e-09 -1.56541502e-05  1.20000000e+00  1.62851083e-07  1.54912991e-05  0.00000000e+00 
 2.17500000e-09  1.05000000e+00  4.21085270e-03  2.17500000e-09 -1.76506544e-05  1.20000000e+00  2.57025156e-06  1.50804028e-05  0.00000000e+00 
 2.18500000e-09  1.11000000e+00  2.12991794e-03  2.18500000e-09 -1.57378875e-05  1.20000000e+00  2.31987437e-06  1.34180132e-05  0.00000000e+00 
 2.19500000e-09  1.17000000e+00  3.29028930e-03  2.19500000e-09 -1.68443379e-05  1.20000000e+00  3.05052681e-06  1.37938111e-05  0.00000000e+00 
 2.20000000e-09  1.20000000e+00  2.38206674e-03  2.20000000e-09 -1.63245988e-05  1.20000000e+00  2.42177604e-06  1.39028228e-05  0.00000000e+00 
 2.20100000e-09  1.20000000e+00  9.34922614e-04  2.20100000e-09 -1.48546612e-06  1.20000000e+00 -2.84753369e-08  1.51394146e-06  0.00000000e+00 
 2.20300000e-09  1.20000000e+00 -1.97921228e-04  2.20300000e-09  3.22085518e-07  1.20000000e+00 -6.30463837e-09 -3.15780880e-07  0.00000000e+00 
 2.20700000e-09  1.20000000e+00  1.07884534e-04  2.20700000e-09 -1.64193114e-07  1.20000000e+00 -1.22924996e-08  1.76485614e-07  0.00000000e+00 
 2.21500000e-09  1.20000000e+00 -7.03800132e-05  2.21500000e-09  1.18375997e-07  1.20000000e+00 -8.78989387e-09 -1.09586104e-07  0.00000000e+00 
 2.22500000e-09  1.20000000e+00  6.21559877e-05  2.22500000e-09 -9.11042325e-08  1.20000000e+00 -1.13979581e-08  1.02502191e-07  0.00000000e+00 
 2.23500000e-09  1.20000000e+00 -4.01426570e-05  2.23500000e-09  7.00612045e-08  1.20000000e+00 -9.38102507e-09 -6.06801794e-08  0.00000000e+00 
 2.24500000e-09  1.20000000e+00  3.88226694e-05  2.24500000e-09 -5.38142402e-08  1.20000000e+00 -1.09416758e-08  6.47559160e-08  0.00000000e+00 
 2.25500000e-09  1.20000000e+00 -2.21284465e-05  2.25500000e-09  4.12758366e-08  1.20000000e+00 -9.73322614e-09 -3.15426104e-08  0.00000000e+00 
 2.26500000e-09  1.20000000e+00  2.49197909e-05  2.26500000e-09 -3.15961344e-08  1.20000000e+00 -1.06698171e-08  4.22659515e-08  0.00000000e+00 
 2.27500000e-09  1.20000000e+00 -1.13957357e-05  2.27500000e-09  2.41253505e-08  1.20000000e+00 -9.94307145e-09 -1.41822791e-08  0.00000000e+00 
 2.28500000e-09  1.20000000e+00  1.66360746e-05  2.28500000e-09 -1.83582229e-08  1.20000000e+00 -1.05078404e-08  2.88660633e-08  0.00000000e+00 
 2.29500000e-09  1.20000000e+00 -5.00119085e-06  2.29500000e-09  1.39069513e-08  1.20000000e+00 -1.00680997e-08 -3.83885165e-09  0.00000000e+00 
 2.30500000e-09  1.20000000e+00  1.17004618e-05  2.30500000e-09 -1.04708831e-08  1.20000000e+00 -1.04113327e-08  2.08822158e-08  0.00000000e+00 
 2.31500000e-09  1.20000000e+00 -1.19129217e-06  2.31500000e-09  7.81873104e-09  1.20000000e+00 -1.01425929e-08  2.32386189e-09  0.00000000e+00 
 2.32500000e-09  1.20000000e+00  8.75973824e-06  2.32500000e-09 -5.77150050e-09  1.20000000e+00 -1.03538323e-08  1.61253328e-08  0.00000000e+00 
 2.33500000e-09  1.20000000e+00  1.07867378e-06  2.33500000e-09  4.19130569e-09  1.20000000e+00 -1.01869769e-08  5.99567118e-09  0.00000000e+00 
 2.34500000e-09  1.20000000e+00  7.00761086e-06  2.34500000e-09 -2.97154853e-09  1.20000000e+00 -1.03195728e-08  1.32911214e-08  0.00000000e+00 
 2.35500000e-09  1.20000000e+00  2.43114031e-06  2.35500000e-09  2.03004585e-09  1.20000000e+00 -1.02134213e-08  8.18337549e-09  0.00000000e+00 
 2.36500000e-09  1.20000000e+00  5.96366933e-06  2.36500000e-09 -1.30330264e-09  1.20000000e+00 -1.02991607e-08  1.16024633e-08  0.00000000e+00 
 2.37500000e-09  1.20000000e+00  3.23695369e-06  2.37500000e-09  7.42342851e-10  1.20000000e+00 -1.02291773e-08  9.48683442e-09  0.00000000e+00 
 2.38500000e-09  1.20000000e+00  5.34167548e-06  2.38500000e-09 -3.09341573e-10  1.20000000e+00 -1.02869989e-08  1.05963404e-08  0.00000000e+00 
 2.39500000e-09  1.20000000e+00  3.71706602e-06  2.39500000e-09 -2.48853673e-11  1.20000000e+00 -1.02385648e-08  1.02634502e-08  0.00000000e+00 
 2.40500000e-09  1.20000000e+00  4.97108381e-06  2.40500000e-09  2.82872306e-10  1.20000000e+00 -1.02797527e-08  9.99688039e-09  0.00000000e+00 
 2.41500000e-09  1.20000000e+00  4.00312232e-06  2.41500000e-09 -4.82008823e-10  1.20000000e+00 -1.02441581e-08  1.07261669e-08  0.00000000e+00 
 2.42500000e-09  1.20000000e+00  4.75028078e-06  2.42500000e-09  6.35720361e-10  1.20000000e+00 -1.02754354e-08  9.63971500e-09  0.00000000e+00 
 2.43500000e-09  1.20000000e+00  4.17355793e-06  2.43500000e-09 -7.54368299e-10  1.20000000e+00 -1.02474906e-08  1.10018589e-08  0.00000000e+00 
 2.44500000e-09  1.20000000e+00  4.61872370e-06  2.44500000e-09  8.45951399e-10  1.20000000e+00 -1.02728630e-08  9.42691163e-09  0.00000000e+00 
 2.45500000e-09  1.20000000e+00  4.27510544e-06  2.45500000e-09 -9.16643256e-10  1.20000000e+00 -1.02494761e-08  1.11661194e-08  0.00000000e+00 
 2.46500000e-09  1.20000000e+00  4.54034042e-06  2.46500000e-09  9.71209529e-10  1.20000000e+00 -1.02713304e-08  9.30012088e-09  0.00000000e+00 
 2.47500000e-09  1.20000000e+00  4.33560862e-06  2.47500000e-09 -1.01332858e-09  1.20000000e+00 -1.02506591e-08  1.12639877e-08  0.00000000e+00 
 2.48500000e-09  1.20000000e+00  4.49363873e-06  2.48500000e-09  1.04583980e-09  1.20000000e+00 -1.02704173e-08  9.22457746e-09  0.00000000e+00 
 2.49500000e-09  1.20000000e+00  4.37165713e-06  2.49500000e-09 -1.07093482e-09  1.20000000e+00 -1.02513640e-08  1.13222988e-08  0.00000000e+00 
 2.50500000e-09  1.20000000e+00  4.46581332e-06  2.50500000e-09  1.09030539e-09  1.20000000e+00 -1.02698732e-08  9.17956780e-09  0.00000000e+00 
 2.51500000e-09  1.20000000e+00  4.39313525e-06  2.51500000e-09 -1.10525730e-09  1.20000000e+00 -1.02517839e-08  1.13570412e-08  0.00000000e+00 
 2.52500000e-09  1.20000000e+00  4.44923461e-06  2.52500000e-09  1.11679851e-09  1.20000000e+00 -1.02695490e-08  9.15275052e-09  0.00000000e+00 
 2.53500000e-09  1.20000000e+00  4.40593216e-06  2.53500000e-09 -1.12570703e-09  1.20000000e+00 -1.02520342e-08  1.13777412e-08  0.00000000e+00 
 2.54500000e-09  1.20000000e+00  4.43935682e-06  2.54500000e-09  1.13258342e-09  1.20000000e+00 -1.02693559e-08  9.13677247e-09  0.00000000e+00 
 2.55500000e-09  1.20000000e+00  4.41355671e-06  2.55500000e-09 -1.13789122e-09  1.20000000e+00 -1.02521832e-08  1.13900745e-08  0.00000000e+00 
 2.56500000e-09  1.20000000e+00  4.43347152e-06  2.56500000e-09  1.14198826e-09  1.20000000e+00 -1.02692408e-08  9.12725256e-09  0.00000000e+00 
 2.57500000e-09  1.20000000e+00  4.41809951e-06  2.57500000e-09 -1.14515071e-09  1.20000000e+00 -1.02522721e-08  1.13974228e-08  0.00000000e+00 
 2.58500000e-09  1.20000000e+00  4.42996499e-06  2.58500000e-09  1.14759177e-09  1.20000000e+00 -1.02691723e-08  9.12158048e-09  0.00000000e+00 
 2.59500000e-09  1.20000000e+00  4.42080616e-06  2.59500000e-09 -1.14947600e-09  1.20000000e+00 -1.02523250e-08  1.14018010e-08  0.00000000e+00 
 2.60500000e-09  1.20000000e+00  4.42787575e-06  2.60500000e-09  1.15093041e-09  1.20000000e+00 -1.02691314e-08  9.11820100e-09  0.00000000e+00 
 2.61500000e-09  1.20000000e+00  4.42241882e-06  2.61500000e-09 -1.15205305e-09  1.20000000e+00 -1.02523565e-08  1.14044096e-08  0.00000000e+00 
 2.62500000e-09  1.20000000e+00  4.42663096e-06  2.62500000e-09  1.15291961e-09  1.20000000e+00 -1.02691071e-08  9.11618746e-09  0.00000000e+00 
 2.63500000e-09  1.20000000e+00  4.42337966e-06  2.63500000e-09 -1.15358849e-09  1.20000000e+00 -1.02523753e-08  1.14059638e-08  0.00000000e+00 
 2.64500000e-09  1.20000000e+00  4.42588930e-06  2.64500000e-09  1.15410480e-09  1.20000000e+00 -1.02690926e-08  9.11498777e-09  0.00000000e+00 
 2.65500000e-09  1.20000000e+00  4.42395214e-06  2.65500000e-09 -1.15450332e-09  1.20000000e+00 -1.02523865e-08  1.14068898e-08  0.00000000e+00 
 2.66500000e-09  1.20000000e+00  4.42544741e-06  2.66500000e-09  1.15481094e-09  1.20000000e+00 -1.02690839e-08  9.11427298e-09  0.00000000e+00 
 2.67500000e-09  1.20000000e+00  4.42429323e-06  2.67500000e-09 -1.15504839e-09  1.20000000e+00 -1.02523932e-08  1.14074416e-08  0.00000000e+00 
 2.68500000e-09  1.20000000e+00  4.42518413e-06  2.68500000e-09  1.15523168e-09  1.20000000e+00 -1.02690788e-08  9.11384710e-09  0.00000000e+00 
 2.69500000e-09  1.20000000e+00  4.42449645e-06  2.69500000e-09 -1.15537315e-09  1.20000000e+00 -1.02523971e-08  1.14077703e-08  0.00000000e+00 
 2.70500000e-09  1.20000000e+00  4.42502726e-06  2.70500000e-09  1.15548235e-09  1.20000000e+00 -1.02690757e-08  9.11359335e-09  0.00000000e+00 
 2.71500000e-09  1.20000000e+00  4.42461754e-06  2.71500000e-09 -1.15556665e-09  1.20000000e+00 -1.02523995e-08  1.14079662e-08  0.00000000e+00 
 2.72500000e-09  1.20000000e+00  4.42493380e-06  2.72500000e-09  1.15563171e-09  1.20000000e+00 -1.02690739e-08  9.11344217e-09  0.00000000e+00 
 2.73500000e-09  1.20000000e+00  4.42468968e-06  2.73500000e-09 -1.15568193e-09  1.20000000e+00 -1.02524009e-08  1.14080828e-08  0.00000000e+00 
 2.74500000e-09  1.20000000e+00  4.42487811e-06  2.74500000e-09  1.15572070e-09  1.20000000e+00 -1.02690728e-08  9.11335209e-09  0.00000000e+00 
 2.75500000e-09  1.20000000e+00  4.42473266e-06  2.75500000e-09 -1.15575062e-09  1.20000000e+00 -1.02524018e-08  1.14081524e-08  0.00000000e+00 
 2.76500000e-09  1.20000000e+00  4.42484493e-06  2.76500000e-09  1.15577372e-09  1.20000000e+00 -1.02690721e-08  9.11329842e-09  0.00000000e+00 
 2.77500000e-09  1.20000000e+00  4.42475827e-06  2.77500000e-09 -1.15579155e-09  1.20000000e+00 -1.02524023e-08  1.14081938e-08  0.00000000e+00 
 2.78500000e-09  1.20000000e+00  4.42482516e-06  2.78500000e-09  1.15580531e-09  1.20000000e+00 -1.02690718e-08  9.11326645e-09  0.00000000e+00 
 2.79500000e-09  1.20000000e+00  4.42477353e-06  2.79500000e-09 -1.15581593e-09  1.20000000e+00 -1.02524026e-08  1.14082185e-08  0.00000000e+00 
 2.80500000e-09  1.20000000e+00  4.42481339e-06  2.80500000e-09  1.15582413e-09  1.20000000e+00 -1.02690715e-08  9.11324739e-09  0.00000000e+00 
 2.81500000e-09  1.20000000e+00  4.42478262e-06  2.81500000e-09 -1.15583046e-09  1.20000000e+00 -1.02524027e-08  1.14082332e-08  0.00000000e+00 
 2.82500000e-09  1.20000000e+00  4.42480637e-06  2.82500000e-09  1.15583535e-09  1.20000000e+00 -1.02690714e-08  9.11323604e-09  0.00000000e+00 
 2.83500000e-09  1.20000000e+00  4.42478804e-06  2.83500000e-09 -1.15583912e-09  1.20000000e+00 -1.02524028e-08  1.14082420e-08  0.00000000e+00 
 2.84500000e-09  1.20000000e+00  4.42480219e-06  2.84500000e-09  1.15584203e-09  1.20000000e+00 -1.02690713e-08  9.11322928e-09  0.00000000e+00 
 2.85500000e-09  1.20000000e+00  4.42479127e-06  2.85500000e-09 -1.15584427e-09  1.20000000e+00 -1.02524029e-08  1.14082472e-08  0.00000000e+00 
 2.86500000e-09  1.20000000e+00  4.42479970e-06  2.86500000e-09  1.15584601e-09  1.20000000e+00 -1.02690713e-08  9.11322525e-09  0.00000000e+00 
 2.87500000e-09  1.20000000e+00  4.42479319e-06  2.87500000e-09 -1.15584735e-09  1.20000000e+00 -1.02524029e-08  1.14082503e-08  0.00000000e+00 
 2.88500000e-09  1.20000000e+00  4.42479821e-06  2.88500000e-09  1.15584838e-09  1.20000000e+00 -1.02690712e-08  9.11322285e-09  0.00000000e+00 
 2.89500000e-09  1.20000000e+00  4.42479434e-06  2.89500000e-09 -1.15584918e-09  1.20000000e+00 -1.02524030e-08  1.14082521e-08  0.00000000e+00 
 2.90500000e-09  1.20000000e+00  4.42479733e-06  2.90500000e-09  1.15584979e-09  1.20000000e+00 -1.02690712e-08  9.11322142e-09  0.00000000e+00 
 2.91500000e-09  1.20000000e+00  4.42479502e-06  2.91500000e-09 -1.15585027e-09  1.20000000e+00 -1.02524030e-08  1.14082532e-08  0.00000000e+00 
 2.92500000e-09  1.20000000e+00  4.42479680e-06  2.92500000e-09  1.15585063e-09  1.20000000e+00 -1.02690712e-08  9.11322057e-09  0.00000000e+00 
 2.93500000e-09  1.20000000e+00  4.42479542e-06  2.93500000e-09 -1.15585092e-09  1.20000000e+00 -1.02524030e-08  1.14082539e-08  0.00000000e+00 
 2.94500000e-09  1.20000000e+00  4.42479649e-06  2.94500000e-09  1.15585114e-09  1.20000000e+00 -1.02690712e-08  9.11322006e-09  0.00000000e+00 
 2.95500000e-09  1.20000000e+00  4.42479567e-06  2.95500000e-09 -1.15585130e-09  1.20000000e+00 -1.02524030e-08  1.14082543e-08  0.00000000e+00 
